TransactionID,Amount,SenderID,ReceiverID,Timestamp,DeviceID,Location,IsFraud
TXN_000025,1724.73,USER_094,MERCHANT_014,2026-02-12 12:42:08.025297,DEV_026,Mumbai,0
TXN_000026,507.11,USER_025,USER_188,2026-02-01 13:07:04.025297,DEV_115,Delhi,0
TXN_000027,1853.47,USER_057,USER_191,2026-01-20 17:48:47.025297,DEV_026,Mumbai,0
TXN_000028,126.68,USER_022,USER_155,2026-02-15 06:51:12.025297,DEV_125,Hyderabad,0
TXN_000029,1115.98,USER_050,USER_118,2026-02-12 13:40:33.025297,DEV_117,Bangalore,0
TXN_000030,131.31,USER_020,MERCHANT_049,2026-02-04 01:33:34.025297,DEV_076,Delhi,0
TXN_000031,169.42,USER_007,USER_200,2026-02-03 16:05:50.025297,DEV_123,Chennai,0
TXN_000032,1162.05,USER_077,MERCHANT_018,2026-01-25 03:52:23.025297,DEV_061,Hyderabad,0
TXN_000033,27.3,USER_011,USER_158,2026-02-08 20:09:29.025297,DEV_NEW_5915,International_Proxy,1
TXN_000034,1016.71,USER_097,MERCHANT_019,2026-01-24 03:00:21.025297,DEV_003,Hyderabad,0
TXN_000035,1091.0,USER_045,MERCHANT_018,2026-02-13 09:06:15.025297,DEV_063,Bangalore,0
TXN_000036,216.14,USER_084,USER_186,2026-02-08 17:15:46.025297,DEV_003,Kolkata,0
TXN_000037,1213.61,USER_034,MERCHANT_030,2026-01-27 17:05:04.025297,DEV_028,Kolkata,0
TXN_000038,111.09,USER_027,USER_118,2026-02-14 08:53:45.025297,DEV_130,Hyderabad,0
TXN_000039,1485.05,USER_036,MERCHANT_012,2026-01-23 04:36:03.025297,DEV_001,Bangalore,0
TXN_000040,306.62,USER_055,USER_194,2026-02-15 02:52:31.025297,DEV_003,Mumbai,0
TXN_000041,48748.83,USER_048,USER_200,2026-02-14 18:15:10.025297,DEV_NEW_6862,Unknown_IP,1
TXN_000042,1947.94,USER_086,MERCHANT_027,2026-01-31 17:52:42.025297,DEV_091,Pune,0
TXN_000043,671.05,USER_031,MERCHANT_042,2026-02-16 00:07:34.025297,DEV_046,Hyderabad,0
TXN_000044,1718.6,USER_086,USER_114,2026-01-19 03:20:42.025297,DEV_069,Delhi,0
TXN_000045,394.33,USER_059,USER_140,2026-02-08 07:09:48.025297,DEV_079,Pune,0
TXN_000046,1077.07,USER_009,USER_122,2026-02-13 16:21:30.025297,DEV_090,Kolkata,0
TXN_000047,874.78,USER_015,USER_117,2026-02-06 07:57:53.025297,DEV_046,Chennai,0
TXN_000048,516.9,USER_041,USER_162,2026-01-24 12:53:23.025297,DEV_131,Mumbai,0
TXN_000049,1898.26,USER_001,USER_184,2026-01-20 06:19:14.025297,DEV_138,Kolkata,0
TXN_000050,822.7,USER_080,USER_131,2026-02-08 09:28:06.025297,DEV_032,Kolkata,0
TXN_000051,1498.79,USER_038,USER_192,2026-02-08 13:38:11.025297,DEV_033,Delhi,0
TXN_000052,865.48,USER_073,USER_128,2026-01-24 00:15:05.025297,DEV_104,Chennai,0
TXN_000053,951.64,USER_084,USER_133,2026-02-03 14:39:00.025297,DEV_120,Hyderabad,0
TXN_000054,677.02,USER_095,MERCHANT_044,2026-02-06 16:38:27.025297,DEV_022,Bangalore,0
TXN_000055,497.24,USER_097,USER_111,2026-01-19 06:04:48.025297,DEV_080,Delhi,0
TXN_000056,993.81,USER_099,MERCHANT_019,2026-01-30 06:41:31.025297,DEV_117,Hyderabad,0
TXN_000057,1916.35,USER_084,MERCHANT_002,2026-02-12 13:09:58.025297,DEV_028,Pune,0
TXN_000058,934.64,USER_007,USER_193,2026-02-12 03:24:55.025297,DEV_064,Pune,0
TXN_000059,1100.27,USER_072,USER_132,2026-02-16 16:23:40.025297,DEV_114,Chennai,0
TXN_000060,1533.97,USER_096,USER_172,2026-01-26 07:49:27.025297,DEV_116,Bangalore,0
TXN_000061,550.71,USER_081,USER_112,2026-01-25 02:41:05.025297,DEV_071,Hyderabad,0
TXN_000062,1415.77,USER_070,MERCHANT_021,2026-01-22 07:20:31.025297,DEV_036,Delhi,0
TXN_000063,846.09,USER_053,USER_135,2026-02-13 12:59:00.025297,DEV_139,Hyderabad,0
TXN_000064,1509.42,USER_075,MERCHANT_006,2026-01-27 14:56:09.025297,DEV_148,Hyderabad,0
TXN_000065,877.31,USER_054,USER_188,2026-01-26 07:27:01.025297,DEV_140,Pune,0
TXN_000066,31635.17,USER_044,USER_154,2026-01-17 19:35:21.025297,DEV_NEW_2375,International_Proxy,1
TXN_000067,660.42,USER_060,MERCHANT_047,2026-02-01 12:16:00.025297,DEV_013,Bangalore,0
TXN_000068,1083.44,USER_049,USER_122,2026-02-10 02:25:48.025297,DEV_108,Bangalore,0
TXN_000069,406.73,USER_045,USER_108,2026-01-25 01:43:48.025297,DEV_018,Pune,0
TXN_000070,37.52,USER_020,USER_112,2026-02-08 22:09:16.025297,DEV_NEW_2876,Unknown_IP,1
TXN_000071,161.23,USER_014,USER_199,2026-01-24 12:21:32.025297,DEV_007,Bangalore,0
TXN_000072,1613.0,USER_081,USER_113,2026-02-06 09:50:30.025297,DEV_027,Kolkata,0
TXN_000073,1016.86,USER_073,MERCHANT_011,2026-01-20 13:38:10.025297,DEV_089,Chennai,0
TXN_000074,924.88,USER_054,USER_176,2026-02-13 11:36:44.025297,DEV_028,Hyderabad,0
TXN_000075,876.79,USER_023,USER_184,2026-02-01 17:45:17.025297,DEV_070,Chennai,0
TXN_000076,495.29,USER_035,USER_133,2026-02-01 02:13:43.025297,DEV_063,Pune,0
TXN_000077,980.22,USER_079,USER_148,2026-01-23 15:50:07.025297,DEV_087,Mumbai,0
TXN_000078,1896.64,USER_034,USER_138,2026-02-03 08:30:47.025297,DEV_072,Chennai,0
TXN_000079,1426.57,USER_093,USER_155,2026-02-07 07:40:17.025297,DEV_126,Chennai,0
TXN_000080,1331.28,USER_003,MERCHANT_024,2026-01-27 12:40:02.025297,DEV_076,Delhi,0
TXN_000081,912.95,USER_071,USER_186,2026-02-09 17:17:09.025297,DEV_089,Hyderabad,0
TXN_000082,1383.43,USER_030,MERCHANT_031,2026-02-11 03:43:21.025297,DEV_050,Bangalore,0
TXN_000083,1666.93,USER_095,USER_174,2026-01-21 16:34:05.025297,DEV_071,Kolkata,0
TXN_000084,1948.85,USER_047,MERCHANT_046,2026-01-19 17:04:04.025297,DEV_078,Mumbai,0
TXN_000085,962.64,USER_090,MERCHANT_033,2026-02-02 00:32:05.025297,DEV_126,Mumbai,0
TXN_000086,1158.27,USER_007,USER_115,2026-01-20 02:21:18.025297,DEV_123,Mumbai,0
TXN_000087,1531.24,USER_020,MERCHANT_039,2026-02-04 02:10:54.025297,DEV_145,Bangalore,0
TXN_000088,1721.73,USER_080,USER_108,2026-01-27 14:54:15.025297,DEV_134,Hyderabad,0
TXN_000089,429.94,USER_040,USER_196,2026-02-07 03:44:00.025297,DEV_016,Chennai,0
TXN_000090,906.5,USER_021,USER_112,2026-01-31 02:05:47.025297,DEV_045,Chennai,0
TXN_000091,151.65,USER_038,MERCHANT_009,2026-02-01 09:40:42.025297,DEV_060,Bangalore,0
TXN_000092,1817.74,USER_034,USER_101,2026-01-22 17:10:28.025297,DEV_109,Mumbai,0
TXN_000093,1142.72,USER_010,MERCHANT_016,2026-02-13 09:34:34.025297,DEV_043,Pune,0
TXN_000094,992.65,USER_016,USER_170,2026-02-04 12:13:19.025297,DEV_078,Kolkata,0
TXN_000095,1924.2,USER_006,USER_161,2026-01-25 07:56:52.025297,DEV_083,Chennai,0
TXN_000096,946.3,USER_074,MERCHANT_006,2026-01-23 01:44:35.025297,DEV_069,Chennai,0
TXN_000097,822.61,USER_036,MERCHANT_047,2026-01-29 15:01:17.025297,DEV_112,Kolkata,0
TXN_000098,1629.0,USER_014,MERCHANT_042,2026-01-30 15:14:29.025297,DEV_085,Hyderabad,0
TXN_000099,1731.17,USER_059,MERCHANT_023,2026-01-30 10:03:36.025297,DEV_081,Bangalore,0
TXN_000100,1249.04,USER_001,USER_189,2026-01-29 01:08:20.025297,DEV_119,Hyderabad,0
TXN_000101,881.85,USER_057,MERCHANT_014,2026-01-27 17:04:46.025297,DEV_053,Bangalore,0
TXN_000102,1108.98,USER_016,MERCHANT_008,2026-01-18 05:15:22.025297,DEV_062,Kolkata,0
TXN_000103,590.8,USER_015,USER_169,2026-02-09 04:27:46.025297,DEV_031,Kolkata,0
TXN_000104,389.31,USER_054,USER_174,2026-01-30 14:30:56.025297,DEV_121,Delhi,0
TXN_000105,1020.4,USER_096,MERCHANT_035,2026-02-12 13:17:46.025297,DEV_018,Bangalore,0
TXN_000106,1081.78,USER_037,USER_127,2026-02-01 15:50:56.025297,DEV_149,Kolkata,0
TXN_000107,485.22,USER_071,USER_190,2026-02-09 10:50:59.025297,DEV_097,Hyderabad,0
TXN_000108,768.65,USER_100,USER_156,2026-02-12 15:41:45.025297,DEV_012,Bangalore,0
TXN_000109,1740.7,USER_084,MERCHANT_039,2026-01-28 04:28:24.025297,DEV_127,Mumbai,0
TXN_000110,1743.16,USER_057,MERCHANT_026,2026-01-31 00:41:56.025297,DEV_135,Hyderabad,0
TXN_000111,663.85,USER_010,USER_171,2026-02-14 12:36:52.025297,DEV_068,Bangalore,0
TXN_000112,1238.74,USER_069,USER_148,2026-01-19 15:51:21.025297,DEV_082,Kolkata,0
TXN_000113,1271.16,USER_088,USER_124,2026-02-11 02:22:53.025297,DEV_059,Kolkata,0
TXN_000114,593.8,USER_057,MERCHANT_043,2026-01-19 01:16:37.025297,DEV_077,Mumbai,0
TXN_000115,1222.89,USER_019,USER_113,2026-01-20 05:05:58.025297,DEV_136,Hyderabad,0
TXN_000116,515.41,USER_088,USER_112,2026-02-07 04:10:16.025297,DEV_128,Chennai,0
TXN_000117,1891.02,USER_002,USER_170,2026-02-01 17:05:51.025297,DEV_074,Kolkata,0
TXN_000118,971.58,USER_039,USER_159,2026-02-14 09:08:11.025297,DEV_065,Hyderabad,0
TXN_000119,797.65,USER_074,USER_142,2026-02-08 08:57:40.025297,DEV_148,Bangalore,0
TXN_000120,20854.44,USER_088,MERCHANT_013,2026-01-25 09:45:38.025297,DEV_NEW_5106,Unknown_IP,1
TXN_000121,1467.4,USER_081,MERCHANT_011,2026-01-29 13:58:24.025297,DEV_080,Pune,0
TXN_000122,1754.16,USER_038,USER_134,2026-02-04 06:04:37.025297,DEV_107,Delhi,0
TXN_000123,1742.09,USER_065,USER_120,2026-02-10 15:47:05.025297,DEV_043,Bangalore,0
TXN_000124,1352.07,USER_060,MERCHANT_020,2026-02-10 07:51:30.025297,DEV_037,Pune,0
TXN_000125,255.94,USER_072,USER_144,2026-02-04 11:56:03.025297,DEV_024,Pune,0
TXN_000126,948.24,USER_096,USER_118,2026-01-25 11:02:30.025297,DEV_098,Pune,0
TXN_000127,1819.68,USER_072,USER_134,2026-02-01 02:36:39.025297,DEV_057,Kolkata,0
TXN_000128,203.41,USER_053,MERCHANT_030,2026-01-21 01:15:18.025297,DEV_036,Mumbai,0
TXN_000129,1455.93,USER_018,USER_150,2026-02-10 17:22:24.025297,DEV_117,Bangalore,0
TXN_000130,747.35,USER_084,MERCHANT_026,2026-02-09 13:12:49.025297,DEV_126,Chennai,0
TXN_000131,723.76,USER_031,USER_143,2026-02-07 11:30:44.025297,DEV_026,Kolkata,0
TXN_000132,1942.48,USER_025,MERCHANT_032,2026-02-06 06:37:27.025297,DEV_117,Mumbai,0
TXN_000133,1112.87,USER_043,USER_113,2026-02-11 06:00:40.025297,DEV_033,Pune,0
TXN_000134,1975.18,USER_030,USER_135,2026-01-22 00:13:41.025297,DEV_038,Pune,0
TXN_000135,483.48,USER_023,MERCHANT_029,2026-02-12 00:18:37.025297,DEV_007,Delhi,0
TXN_000136,136.48,USER_023,USER_118,2026-02-10 13:28:54.025297,DEV_014,Delhi,0
TXN_000137,1457.21,USER_047,USER_182,2026-01-19 16:10:26.025297,DEV_028,Hyderabad,0
TXN_000138,809.22,USER_085,USER_184,2026-02-13 23:59:17.025297,DEV_078,Hyderabad,0
TXN_000139,261.12,USER_063,USER_164,2026-01-20 10:33:56.025297,DEV_019,Mumbai,0
TXN_000140,1214.8,USER_075,USER_191,2026-02-03 16:14:16.025297,DEV_084,Hyderabad,0
TXN_000141,464.7,USER_090,MERCHANT_030,2026-02-15 06:23:15.025297,DEV_142,Kolkata,0
TXN_000142,1333.56,USER_059,USER_153,2026-01-28 03:16:14.025297,DEV_107,Kolkata,0
TXN_000143,1491.73,USER_020,USER_172,2026-01-21 02:01:14.025297,DEV_018,Mumbai,0
TXN_000144,253.24,USER_017,USER_193,2026-02-08 17:31:08.025297,DEV_016,Chennai,0
TXN_000145,1019.75,USER_086,USER_159,2026-02-05 09:17:53.025297,DEV_014,Bangalore,0
TXN_000146,564.35,USER_062,USER_108,2026-02-11 17:18:54.025297,DEV_028,Bangalore,0
TXN_000147,1408.37,USER_055,USER_194,2026-01-26 07:56:58.025297,DEV_143,Mumbai,0
TXN_000148,148.47,USER_044,USER_140,2026-01-30 04:32:29.025297,DEV_002,Delhi,0
TXN_000149,323.24,USER_004,MERCHANT_024,2026-01-28 12:22:16.025297,DEV_136,Delhi,0
TXN_000150,109.03,USER_042,USER_196,2026-02-06 04:06:35.025297,DEV_022,Mumbai,0
TXN_000151,1512.34,USER_057,USER_159,2026-01-24 14:22:04.025297,DEV_125,Chennai,0
TXN_000152,100.38,USER_056,MERCHANT_029,2026-01-27 15:29:29.025297,DEV_073,Kolkata,0
TXN_000153,1530.68,USER_077,MERCHANT_015,2026-01-22 09:09:36.025297,DEV_002,Delhi,0
TXN_000154,1069.84,USER_016,MERCHANT_002,2026-01-30 13:06:55.025297,DEV_128,Kolkata,0
TXN_000155,1843.11,USER_072,USER_141,2026-02-01 01:22:48.025297,DEV_019,Hyderabad,0
TXN_000156,51.5,USER_074,USER_160,2026-01-30 13:13:54.025297,DEV_147,Hyderabad,0
TXN_000157,877.0,USER_080,USER_168,2026-01-25 13:49:53.025297,DEV_093,Mumbai,0
TXN_000158,344.58,USER_011,USER_152,2026-02-11 10:10:08.025297,DEV_080,Kolkata,0
TXN_000159,1294.43,USER_015,USER_186,2026-02-13 11:18:33.025297,DEV_131,Delhi,0
TXN_000160,1520.71,USER_014,MERCHANT_038,2026-02-11 05:33:56.025297,DEV_066,Delhi,0
TXN_000161,1133.34,USER_099,USER_177,2026-02-15 14:39:46.025297,DEV_119,Pune,0
TXN_000162,1266.46,USER_080,USER_133,2026-02-01 14:00:17.025297,DEV_081,Delhi,0
TXN_000163,84.84,USER_076,MERCHANT_015,2026-02-01 02:15:16.025297,DEV_091,Chennai,0
TXN_000164,1113.09,USER_037,MERCHANT_020,2026-02-05 16:20:16.025297,DEV_024,Chennai,0
TXN_000165,1007.72,USER_006,USER_166,2026-02-02 06:16:25.025297,DEV_147,Kolkata,0
TXN_000166,87.89,USER_058,MERCHANT_027,2026-01-23 02:28:28.025297,DEV_088,Kolkata,0
TXN_000167,572.96,USER_057,USER_185,2026-02-16 05:19:10.025297,DEV_134,Chennai,0
TXN_000168,779.26,USER_044,MERCHANT_014,2026-02-08 10:02:22.025297,DEV_086,Mumbai,0
TXN_000169,1935.72,USER_085,MERCHANT_039,2026-01-27 04:54:09.025297,DEV_086,Mumbai,0
TXN_000170,663.67,USER_051,MERCHANT_034,2026-02-12 17:20:28.025297,DEV_022,Bangalore,0
TXN_000171,731.57,USER_090,USER_185,2026-01-18 13:28:10.025297,DEV_024,Kolkata,0
TXN_000172,598.63,USER_028,USER_138,2026-01-20 07:03:56.025297,DEV_125,Delhi,0
TXN_000173,270.79,USER_065,USER_189,2026-02-06 10:52:36.025297,DEV_135,Mumbai,0
TXN_000174,1355.96,USER_021,MERCHANT_047,2026-01-29 13:58:13.025297,DEV_043,Kolkata,0
TXN_000175,1570.9,USER_057,USER_123,2026-02-12 17:11:06.025297,DEV_115,Delhi,0
TXN_000176,769.93,USER_025,USER_145,2026-02-11 14:45:05.025297,DEV_147,Hyderabad,0
TXN_000177,1749.49,USER_021,USER_102,2026-02-02 07:59:28.025297,DEV_036,Pune,0
TXN_000178,904.15,USER_014,USER_183,2026-01-26 02:43:57.025297,DEV_032,Bangalore,0
TXN_000179,63.07,USER_056,MERCHANT_024,2026-02-16 14:52:09.025297,DEV_057,Pune,0
TXN_000180,644.18,USER_065,USER_146,2026-01-18 02:19:01.025297,DEV_061,Hyderabad,0
TXN_000181,950.19,USER_092,USER_136,2026-02-13 01:14:45.025297,DEV_038,Delhi,0
TXN_000182,519.29,USER_098,USER_171,2026-01-18 00:52:52.025297,DEV_115,Chennai,0
TXN_000183,105.02,USER_071,USER_186,2026-01-21 09:11:06.025297,DEV_109,Mumbai,0
TXN_000184,1267.59,USER_080,USER_168,2026-01-18 15:34:21.025297,DEV_017,Mumbai,0
TXN_000185,1145.62,USER_092,MERCHANT_037,2026-01-25 00:35:09.025297,DEV_075,Hyderabad,0
TXN_000186,1574.96,USER_086,MERCHANT_022,2026-02-03 02:29:21.025297,DEV_135,Bangalore,0
TXN_000187,42.32,USER_003,USER_150,2026-02-10 12:19:03.025297,DEV_121,Mumbai,0
TXN_000188,1096.57,USER_045,USER_112,2026-01-29 10:03:49.025297,DEV_027,Pune,0
TXN_000189,1434.93,USER_023,USER_169,2026-01-20 05:46:55.025297,DEV_123,Kolkata,0
TXN_000190,1867.41,USER_005,USER_126,2026-01-28 06:51:49.025297,DEV_052,Mumbai,0
TXN_000191,1563.87,USER_070,USER_172,2026-02-14 06:14:09.025297,DEV_065,Mumbai,0
TXN_000192,1489.18,USER_043,USER_120,2026-01-30 11:23:43.025297,DEV_032,Pune,0
TXN_000193,1043.36,USER_050,USER_137,2026-02-12 15:19:46.025297,DEV_048,Hyderabad,0
TXN_000194,214.17,USER_094,USER_159,2026-01-28 05:30:05.025297,DEV_021,Hyderabad,0
TXN_000195,709.58,USER_038,USER_129,2026-02-01 13:06:31.025297,DEV_115,Chennai,0
TXN_000196,51.8,USER_046,USER_162,2026-02-07 01:00:29.025297,DEV_NEW_3621,Unknown_IP,1
TXN_000197,738.99,USER_078,USER_163,2026-02-07 02:11:36.025297,DEV_009,Delhi,0
TXN_000198,1528.54,USER_073,MERCHANT_009,2026-02-01 14:19:10.025297,DEV_040,Kolkata,0
TXN_000199,1473.99,USER_068,USER_144,2026-01-18 08:10:54.025297,DEV_102,Bangalore,0
TXN_000200,1992.77,USER_050,USER_194,2026-01-24 08:41:15.025297,DEV_031,Bangalore,0
TXN_000201,1429.61,USER_063,USER_102,2026-02-15 02:23:58.025297,DEV_032,Delhi,0
TXN_000202,1783.75,USER_088,USER_132,2026-01-27 02:31:21.025297,DEV_089,Kolkata,0
TXN_000203,286.36,USER_092,MERCHANT_045,2026-02-12 07:02:59.025297,DEV_093,Chennai,0
TXN_000204,268.24,USER_004,USER_143,2026-02-04 11:25:38.025297,DEV_142,Chennai,0
TXN_000205,824.77,USER_009,USER_130,2026-02-11 15:29:13.025297,DEV_102,Kolkata,0
TXN_000206,265.39,USER_017,USER_132,2026-01-29 14:39:20.025297,DEV_019,Hyderabad,0
TXN_000207,1664.47,USER_071,MERCHANT_047,2026-01-19 16:54:42.025297,DEV_034,Hyderabad,0
TXN_000208,575.26,USER_039,MERCHANT_043,2026-02-15 07:18:20.025297,DEV_042,Bangalore,0
TXN_000209,1010.12,USER_026,USER_192,2026-01-20 09:35:21.025297,DEV_071,Delhi,0
TXN_000210,91.98,USER_075,MERCHANT_040,2026-02-05 10:49:46.025297,DEV_044,Kolkata,0
TXN_000211,1240.04,USER_011,MERCHANT_012,2026-01-31 06:45:23.025297,DEV_148,Bangalore,0
TXN_000212,18384.52,USER_081,USER_190,2026-02-12 15:11:38.025297,DEV_NEW_1981,Unknown_IP,1
TXN_000213,645.44,USER_062,USER_169,2026-02-09 04:16:42.025297,DEV_053,Bangalore,0
TXN_000214,645.04,USER_045,USER_153,2026-01-21 11:28:22.025297,DEV_034,Pune,0
TXN_000215,1729.69,USER_035,USER_166,2026-01-30 02:59:05.025297,DEV_064,Delhi,0
TXN_000216,1001.55,USER_021,USER_134,2026-01-23 10:08:35.025297,DEV_148,Kolkata,0
TXN_000217,1933.71,USER_064,USER_129,2026-02-01 02:21:19.025297,DEV_128,Mumbai,0
TXN_000218,1311.98,USER_046,MERCHANT_013,2026-02-13 15:34:43.025297,DEV_013,Bangalore,0
TXN_000219,737.9,USER_069,MERCHANT_003,2026-02-10 04:52:03.025297,DEV_028,Hyderabad,0
TXN_000220,584.32,USER_006,USER_153,2026-02-04 17:08:10.025297,DEV_014,Chennai,0
TXN_000221,752.66,USER_058,USER_191,2026-01-30 03:03:53.025297,DEV_072,Pune,0
TXN_000222,100.15,USER_072,USER_144,2026-01-19 16:21:19.025297,DEV_037,Delhi,0
TXN_000223,288.16,USER_043,USER_172,2026-02-03 04:34:44.025297,DEV_133,Hyderabad,0
TXN_000224,1658.3,USER_041,MERCHANT_042,2026-02-03 09:33:08.025297,DEV_101,Chennai,0
TXN_000225,228.11,USER_091,USER_195,2026-02-08 00:19:08.025297,DEV_077,Hyderabad,0
TXN_000226,966.09,USER_040,MERCHANT_007,2026-02-05 07:41:50.025297,DEV_122,Bangalore,0
TXN_000227,228.69,USER_093,USER_148,2026-02-09 06:58:23.025297,DEV_038,Pune,0
TXN_000228,44276.8,USER_041,USER_158,2026-02-05 21:28:36.025297,DEV_NEW_2020,Unknown_IP,1
TXN_000229,1825.13,USER_072,USER_134,2026-02-01 12:15:58.025297,DEV_123,Chennai,0
TXN_000230,457.49,USER_046,USER_118,2026-01-27 07:13:22.025297,DEV_124,Delhi,0
TXN_000231,1125.37,USER_039,USER_124,2026-01-29 15:16:17.025297,DEV_054,Kolkata,0
TXN_000232,1638.57,USER_093,USER_121,2026-01-30 17:20:44.025297,DEV_074,Mumbai,0
TXN_000233,1315.38,USER_019,USER_125,2026-02-01 02:18:46.025297,DEV_011,Bangalore,0
TXN_000234,227.36,USER_028,USER_102,2026-01-22 17:40:04.025297,DEV_138,Bangalore,0
TXN_000235,114.46,USER_031,USER_113,2026-01-25 16:10:27.025297,DEV_013,Kolkata,0
TXN_000236,324.3,USER_092,USER_171,2026-02-16 03:56:22.025297,DEV_026,Kolkata,0
TXN_000237,127.73,USER_061,USER_173,2026-02-07 09:16:05.025297,DEV_052,Pune,0
TXN_000238,841.59,USER_084,USER_197,2026-01-23 01:54:45.025297,DEV_060,Chennai,0
TXN_000239,603.8,USER_005,USER_152,2026-01-18 09:51:49.025297,DEV_127,Delhi,0
TXN_000240,1877.74,USER_043,USER_123,2026-02-15 17:29:18.025297,DEV_117,Kolkata,0
TXN_000241,923.24,USER_060,USER_120,2026-02-10 03:16:57.025297,DEV_050,Pune,0
TXN_000242,394.39,USER_024,MERCHANT_004,2026-02-11 09:32:30.025297,DEV_087,Pune,0
TXN_000243,199.82,USER_082,USER_154,2026-02-08 10:01:12.025297,DEV_110,Chennai,0
TXN_000244,1509.98,USER_062,USER_133,2026-02-01 08:20:02.025297,DEV_064,Mumbai,0
TXN_000245,480.24,USER_039,USER_200,2026-02-09 08:37:10.025297,DEV_147,Mumbai,0
TXN_000246,1410.08,USER_060,USER_129,2026-02-15 16:55:44.025297,DEV_041,Hyderabad,0
TXN_000247,314.84,USER_016,USER_126,2026-02-02 07:09:55.025297,DEV_095,Chennai,0
TXN_000248,1079.66,USER_078,USER_146,2026-02-11 17:54:17.025297,DEV_107,Kolkata,0
TXN_000249,165.42,USER_028,USER_114,2026-01-29 14:29:32.025297,DEV_021,Chennai,0
TXN_000250,1710.43,USER_008,USER_191,2026-01-28 17:04:57.025297,DEV_130,Delhi,0
TXN_000251,912.33,USER_088,USER_103,2026-01-19 16:24:38.025297,DEV_126,Mumbai,0
TXN_000252,1449.33,USER_059,USER_195,2026-01-27 14:39:38.025297,DEV_015,Chennai,0
TXN_000253,136.88,USER_001,USER_106,2026-02-09 01:23:09.025297,DEV_149,Mumbai,0
TXN_000254,1534.0,USER_009,USER_171,2026-01-22 13:07:36.025297,DEV_009,Bangalore,0
TXN_000255,761.22,USER_083,USER_158,2026-02-16 14:51:45.025297,DEV_096,Hyderabad,0
TXN_000256,792.19,USER_085,USER_189,2026-02-04 11:02:58.025297,DEV_035,Kolkata,0
TXN_000257,854.01,USER_029,MERCHANT_001,2026-02-04 14:39:33.025297,DEV_006,Bangalore,0
TXN_000258,1751.66,USER_030,USER_114,2026-02-16 04:12:59.025297,DEV_118,Bangalore,0
TXN_000259,76.82,USER_005,USER_158,2026-02-06 05:59:53.025297,DEV_005,Delhi,0
TXN_000260,1084.12,USER_091,MERCHANT_013,2026-01-25 01:21:15.025297,DEV_063,Kolkata,0
TXN_000261,1465.72,USER_100,MERCHANT_015,2026-02-16 09:10:39.025297,DEV_036,Chennai,0
TXN_000262,832.98,USER_077,USER_133,2026-01-25 04:38:20.025297,DEV_061,Bangalore,0
TXN_000263,1345.97,USER_072,MERCHANT_045,2026-02-07 14:59:09.025297,DEV_110,Chennai,0
